country,location_id,observation_id,user_id,submission_time,age,gender,geography,financial_situation,education,employment_status,ethnicity,religion,edu_ch4_gender,edu_ch2_gender,edu_ch3_gender,edu_ch1_gender,edu_ch4_no_school_why,edu_ch2_no_school_why,edu_ch3_no_school_why,edu_ch1_no_school_why,edu_ch4_help,edu_ch2_help,edu_ch3_help,edu_ch1_help,edu_ch4_internet_access,edu_ch2_internet_access,edu_ch3_internet_access,edu_ch1_internet_access,edu_ch4_level,edu_ch2_level,edu_ch3_level,edu_ch1_level,edu_ch4_remote_method,edu_ch2_remote_method,edu_ch3_remote_method,edu_ch1_remote_method,edu_ch4_school_reopen,edu_ch2_school_reopen,edu_ch3_school_reopen,edu_ch1_school_reopen,edu_ch4_situation,edu_ch2_situation,edu_ch3_situation,edu_ch1_situation,edu_ch4_support,edu_ch2_support,edu_ch3_support,edu_ch1_support,edu_ch4_school_type,edu_ch2_school_type,edu_ch3_school_type,edu_ch1_school_type,edu_students,edu_ch4_age,edu_ch2_age,edu_ch3_age,edu_ch1_age,edu_ch1_support_1,edu_ch1_support_2,edu_ch1_support_0,edu_ch1_remote_method_1,edu_ch1_remote_method_2,edu_ch1_remote_method_3,edu_ch1_remote_method_4,edu_ch1_remote_method_5,edu_ch1_help_3,edu_ch1_help_1,edu_ch1_help_4,edu_ch1_help_5,edu_ch1_help_6,edu_ch1_help_2,edu_ch1_help_0,edu_ch1_help_99,edu_ch2_support_1,edu_ch2_support_2,edu_ch2_support_0,edu_ch2_remote_method_1,edu_ch2_remote_method_2,edu_ch2_remote_method_3,edu_ch2_remote_method_4,edu_ch2_remote_method_5,edu_ch2_help_3,edu_ch2_help_1,edu_ch2_help_4,edu_ch2_help_5,edu_ch2_help_6,edu_ch2_help_2,edu_ch2_help_0,edu_ch2_help_99,edu_ch3_support_1,edu_ch3_support_2,edu_ch3_support_0,edu_ch3_remote_method_1,edu_ch3_remote_method_2,edu_ch3_remote_method_3,edu_ch3_remote_method_4,edu_ch3_remote_method_5,edu_ch3_help_3,edu_ch3_help_1,edu_ch3_help_4,edu_ch3_help_5,edu_ch3_help_6,edu_ch3_help_2,edu_ch3_help_0,edu_ch3_help_99,edu_ch4_support_1,edu_ch4_support_2,edu_ch4_support_0,edu_ch4_remote_method_1,edu_ch4_remote_method_2,edu_ch4_remote_method_3,edu_ch4_remote_method_4,edu_ch4_remote_method_5,edu_ch4_help_3,edu_ch4_help_1,edu_ch4_help_4,edu_ch4_help_5,edu_ch4_help_6,edu_ch4_help_2,edu_ch4_help_0,edu_ch4_help_99
Philippines,16,edu_5053794760261632,edu_5300531643023360,2021-05-28 20:10:28.229 UTC,2,1,2,2,8,11,Bisaya,Christian (Other),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support elsewhere,NA,NA,NA,2,1,NA,NA,NA,25,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6676611712942080,edu_6621309685727232,2021-05-28 20:46:29.995 UTC,2,1,3,5,9,15,Bisaya,Muslim,NA,NA,NA,2,NA,NA,NA,NA,,,,father or step father,NA,NA,NA,1,NA,NA,NA,2,,,,online (using smartphone),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,88,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5618377237463040,edu_5497765102878720,2021-05-28 22:01:15.16 UTC,2,1,3,6,9,15,Bisaya,Adventist (Protestant Christian),NA,1,NA,1,NA,NA,NA,NA,,,,father or step father,NA,NA,NA,2,NA,1,NA,2,,,,online (using computer/tablet)^online (using smartphone),NA,NA,NA,NA,NA,1,NA,2,,received remedial support elsewhere,,,NA,2,NA,1,2,NA,15,NA,18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5421943586291712,edu_6378279104937984,2021-05-28 19:43:13.306 UTC,2,1,1,7,12,11,Tagalog,Roman Catholic (Christian),0,1,1,0,NA,NA,NA,NA,"no, studies alone","brother, step brother, brother in law^father or step father^mother or step mother^sister, stepsister, sister in law","no, studies alone","brother, step brother, brother in law^father or step father^mother or step mother^sister, stepsister, sister in law",2,2,2,2,5,3,4,2,classes on television^online (using computer/tablet)^online (using smartphone)^paper materials sent home,classes on television^online (using computer/tablet)^online (using smartphone)^paper materials sent home,classes on television^online (using computer/tablet)^online (using smartphone)^paper materials sent home,classes on television^online (using computer/tablet)^online (using smartphone)^paper materials sent home,NA,NA,NA,NA,2,2,2,2,,,,,2,2,2,2,4,20,15,17,7,NA,NA,NA,0,0,1,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,0,0,1,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,0
Philippines,16,edu_4998547052429312,edu_5988169452617728,2021-05-28 20:04:44.917 UTC,3,2,1,6,14,11,Tagalog,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,4,NA,NA,NA,5,,,,online (using computer/tablet),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,20,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4819133920444416,edu_6007419009761280,2021-05-28 20:54:45.36 UTC,4,2,3,3,13,12,Bisaya,Roman Catholic (Christian),1,0,1,0,99,NA,99,NA,,mother or step mother,,mother or step mother,NA,NA,NA,NA,5,2,5,1,,classes on radio^paper materials sent home,,paper materials sent home,NA,NA,NA,NA,0,2,0,2,,,,,2,1,2,1,4,39,9,35,3,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5292334458863616,edu_6425961466167296,2021-05-28 21:07:56.96 UTC,3,2,1,3,14,17,Bisaya,Roman Catholic (Christian),0,0,0,0,NA,NA,NA,NA,mother or step mother,mother or step mother,mother or step mother,mother or step mother,NA,NA,2,NA,3,2,3,2,paper materials sent home,paper materials sent home,online (using smartphone),paper materials sent home,NA,NA,NA,NA,2,2,2,2,,,,,1,1,1,1,6,14,9,13,9,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1
Philippines,16,edu_6601119072780288,edu_5360426889248768,2021-05-28 20:46:49.344 UTC,2,2,3,5,13,15,Bisaya,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,"no, studies alone",NA,NA,NA,2,NA,NA,NA,5,,,,online (using smartphone),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,2,1,NA,NA,NA,22,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5937439486246912,edu_6475985001644032,2021-05-28 22:13:51.456 UTC,3,1,3,2,1,12,Bisaya,Christian (Other),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6070427830190080,edu_5508666915815424,2021-05-28 21:35:14.614 UTC,4,1,1,3,10,11,Bisaya,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5400040058388480,edu_6686022635356160,2021-05-28 22:51:52.602 UTC,2,2,2,6,10,15,Hiligaynon,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,"brother, step brother, brother in law",NA,NA,NA,3,NA,NA,NA,5,,,,online (using smartphone)^paper materials sent home,NA,NA,NA,NA,NA,NA,NA,3,,,,received remedial support elsewhere,NA,NA,NA,1,1,NA,NA,NA,19,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6055464248016896,edu_5491701656584192,2021-05-28 20:29:19.155 UTC,3,2,1,3,10,12,Bisaya,Muslim,NA,NA,NA,1,NA,NA,NA,NA,,,,"mother or step mother^sister, stepsister, sister in law",NA,NA,NA,NA,NA,NA,NA,4,,,,paper materials sent home,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,16,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5495573250834432,edu_6547228245622784,2021-05-28 21:37:15.676 UTC,3,1,3,3,12,12,Bisaya^Tagalog,Roman Catholic (Christian),NA,0,NA,0,NA,NA,NA,NA,,father or step father,,father or step father,NA,2,NA,2,NA,4,NA,2,,online (using smartphone),,online (using smartphone),NA,NA,NA,NA,NA,2,NA,2,,,,,NA,2,NA,1,2,NA,25,NA,34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5138281028386816,edu_5015701132673024,2021-05-28 23:18:53.878 UTC,2,2,3,6,11,11,Tagalog,Christian (Other),NA,NA,NA,1,NA,NA,NA,NA,,,,"no, studies alone",NA,NA,NA,4,NA,NA,NA,5,,,,online (using computer/tablet)^online (using smartphone),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,2,1,NA,NA,NA,20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6304227210297344,edu_6335780053057536,2021-05-28 22:13:51.837 UTC,4,2,3,7,14,12,Bikol,Roman Catholic (Christian),1,0,1,0,NA,NA,NA,NA,mother or step mother,"mother or step mother^sister, stepsister, sister in law",mother or step mother,"mother or step mother^sister, stepsister, sister in law",3,3,3,3,4,3,4,2,online (using smartphone)^paper materials sent home,online (using smartphone)^paper materials sent home,online (using smartphone)^paper materials sent home,online (using smartphone)^paper materials sent home,NA,NA,NA,NA,2,2,2,2,,,,,2,1,1,1,4,16,14,15,9,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1
Philippines,16,edu_5782965081866240,edu_5206643601309696,2021-05-28 21:48:54.331 UTC,3,2,3,2,14,11,Bisaya,Roman Catholic (Christian),NA,NA,NA,0,NA,NA,NA,NA,,,,"brother, step brother, brother in law",NA,NA,NA,4,NA,NA,NA,1,,,,online (using smartphone)^paper materials sent home,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4941285575360512,edu_6212249511526400,2021-05-28 22:48:25.908 UTC,5,1,1,3,11,12,Bisaya,Christian (Other),NA,1,NA,1,NA,NA,NA,NA,,father or step father,,father or step father,NA,4,NA,1,NA,3,NA,4,,online (using smartphone),,online (using smartphone),NA,NA,NA,NA,NA,2,NA,2,,,,,NA,1,NA,1,2,NA,10,NA,15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4555400916762624,edu_6230611600867328,2021-05-28 22:04:43.996 UTC,3,1,2,2,10,11,Tagalog,Roman Catholic (Christian),NA,1,1,1,NA,NA,2,NA,,,,,NA,NA,NA,NA,NA,1,1,1,,,,,NA,NA,2,NA,NA,1,0,1,,received remedial support organized by school,,received remedial support organized by school,NA,2,1,2,3,NA,2,2,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4939031388618752,edu_5401059667476480,2021-05-28 23:25:16.442 UTC,3,2,3,5,9,0,Bisaya^Tagalog,Roman Catholic (Christian),NA,1,NA,0,NA,NA,NA,NA,,"brother, step brother, brother in law^father or step father^mother or step mother",,"father or step father^mother or step mother^sister, stepsister, sister in law",NA,NA,NA,NA,NA,3,NA,3,,paper materials sent home,,paper materials sent home,NA,NA,NA,NA,NA,2,NA,2,,,,,NA,1,NA,1,2,NA,13,NA,14,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,0,1,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5235815474266112,edu_5862635030708224,2021-05-28 19:48:22.539 UTC,2,1,3,5,13,15,Bikol,Baptist (Protestant Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,4,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,1,1,NA,NA,NA,20,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4725906789892096,edu_5771880006156288,2021-05-28 23:19:19.855 UTC,2,1,3,99,9,15,Tagalog,Roman Catholic (Christian),NA,0,NA,0,NA,NA,NA,NA,,mother or step mother,,mother or step mother,NA,NA,NA,NA,NA,2,NA,4,,paper materials sent home,,paper materials sent home,NA,NA,NA,NA,NA,2,NA,2,,,,,NA,1,NA,1,2,NA,10,NA,17,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4870119980531712,edu_6036463300116480,2021-05-28 22:50:22.437 UTC,2,1,3,5,1,11,Bisaya,Adventist (Protestant Christian),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5952058615398400,edu_5576137429483520,2021-05-28 19:39:17.113 UTC,4,2,1,7,10,17,Tagalog,Christian (Other),NA,NA,NA,1,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,4,NA,NA,NA,1,,,,online (using computer/tablet),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,6,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4549953421836288,edu_4843649084162048,2021-05-28 23:09:52.508 UTC,2,2,3,99,10,15,Tagalog,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support elsewhere,NA,NA,NA,1,1,NA,NA,NA,45,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4697285664702464,edu_5157094673350656,2021-05-28 19:46:12.816 UTC,3,2,2,99,99,11,Bisaya,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,0,NA,NA,NA,1,,,,online (using smartphone),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4517519724642304,edu_6323317632139264,2021-05-28 22:09:19.337 UTC,2,1,1,7,11,12,Bisaya,Christian (Other),1,1,1,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,2,2,2,1,,,,,NA,NA,NA,NA,1,1,1,1,received remedial support organized by school,received remedial support organized by school,received remedial support organized by school,received remedial support organized by school,2,2,2,1,4,2,2,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6535573811757056,edu_5878434325856256,2021-05-28 22:33:08.534 UTC,4,1,1,99,11,0,Prefer not to answer,Prefer not to answer,NA,1,NA,1,NA,NA,NA,NA,,"no, studies alone",,"no, studies alone",NA,NA,NA,NA,NA,4,NA,4,,paper materials sent home,,paper materials sent home,NA,NA,NA,NA,NA,2,NA,2,,,,,NA,1,NA,1,2,NA,12,NA,12,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5055878792478720,edu_5086330157793280,2021-05-28 20:07:53.724 UTC,4,1,3,3,14,11,Tagalog,Roman Catholic (Christian),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6202987684036608,edu_5418183129825280,2021-05-28 23:13:57.508 UTC,4,1,3,6,11,11,Bisaya,Roman Catholic (Christian),0,1,1,1,NA,NA,NA,NA,father or step father,father or step father,father or step father,father or step father,2,2,2,2,2,3,3,3,online (using smartphone),online (using smartphone),online (using smartphone),online (using smartphone),NA,NA,NA,NA,2,2,2,3,,,,received remedial support elsewhere,1,1,1,1,4,9,14,11,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Philippines,16,edu_6087217209671680,edu_4972275419054080,2021-05-28 21:33:52.193 UTC,2,2,2,6,14,11,Tagalog^Bisaya,Roman Catholic (Christian),NA,NA,NA,0,NA,NA,NA,8,,,,,NA,NA,NA,NA,NA,NA,NA,5,,,,,NA,NA,NA,NA,NA,NA,NA,0,,,,,NA,NA,NA,2,1,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_5377147446493184,edu_6751789267288064,2021-05-28 21:42:08.728 UTC,4,2,1,7,14,11,Bisaya^Tagalog,Roman Catholic (Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,4,NA,NA,NA,1,,,,online (using computer/tablet),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_6132618939858944,edu_6721582326349824,2021-05-28 23:23:37.294 UTC,2,2,1,2,10,11,Tagalog^Bisaya,Baptist (Protestant Christian),NA,NA,NA,1,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,NA,NA,NA,NA,2,,,,paper materials sent home,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,8,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,16,edu_4902612884520960,edu_4889955878830080,2021-05-28 23:27:00.553 UTC,3,2,2,6,14,11,Bisaya,Roman Catholic (Christian),NA,1,NA,0,NA,NA,NA,NA,,"brother, step brother, brother in law",,"no, studies alone",NA,4,NA,4,NA,4,NA,5,,online (using smartphone),,online (using smartphone),NA,NA,NA,NA,NA,2,NA,3,,,,received remedial support organized by school,NA,1,NA,2,2,NA,14,NA,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
